attendance_id,session_id,student_id,attendance_status,marked_at
A001485,SES0031,S0067,absent,2025-02-10 20:58:00
A001486,SES0031,S0050,absent,2025-02-10 20:00:00
A001487,SES0031,S0070,absent,2025-02-10 20:27:00
A001488,SES0031,S0007,present,2025-02-10 20:15:00
A001489,SES0031,S0133,absent,2025-02-10 20:07:00
A001490,SES0031,S0282,present,2025-02-10 20:58:00
A001491,SES0031,S0157,absent,2025-02-10 20:41:00
A001492,SES0031,S0061,present,2025-02-10 20:17:00
A001493,SES0031,S0273,present,2025-02-10 20:26:00
A001494,SES0031,S0275,present,2025-02-10 20:05:00
A001495,SES0031,S0172,present,2025-02-10 20:25:00
A001496,SES0031,S0217,present,2025-02-10 20:45:00
A001497,SES0031,S0263,present,2025-02-10 20:00:00
A001498,SES0031,S0062,present,2025-02-10 20:51:00
A001499,SES0031,S0288,present,2025-02-10 20:30:00
A001500,SES0031,S0073,present,2025-02-10 21:00:00
A001501,SES0031,S0201,absent,2025-02-10 20:09:00
A001502,SES0032,S0097,present,2025-02-17 20:08:00
A001503,SES0032,S0089,present,2025-02-17 20:00:00
A001504,SES0032,S0152,present,2025-02-17 20:27:00
A001505,SES0032,S0266,absent,2025-02-17 20:18:00
A001506,SES0032,S0055,present,2025-02-17 20:44:00
A001507,SES0032,S0099,late,2025-02-17 20:57:00
A001508,SES0032,S0077,present,2025-02-17 20:41:00
A001509,SES0032,S0171,present,2025-02-17 20:14:00
A001510,SES0032,S0303,present,2025-02-17 20:45:00
A001511,SES0032,S0037,present,2025-02-17 20:57:00
A001512,SES0032,S0172,present,2025-02-17 20:08:00
A001513,SES0032,S0305,present,2025-02-17 20:54:00
A001514,SES0032,S0168,present,2025-02-17 20:28:00
A001515,SES0032,S0199,late,2025-02-17 20:35:00
A001516,SES0032,S0068,present,2025-02-17 20:25:00
A001517,SES0032,S0257,present,2025-02-17 20:05:00
A001518,SES0032,S0210,present,2025-02-17 20:16:00
A001519,SES0032,S0062,present,2025-02-17 20:21:00
A001520,SES0032,S0149,late,2025-02-17 20:59:00
A001521,SES0032,S0286,present,2025-02-17 20:31:00
A001522,SES0032,S0010,absent,2025-02-17 20:34:00
A001523,SES0032,S0126,present,2025-02-17 20:22:00
A001524,SES0032,S0011,present,2025-02-17 20:17:00
A001525,SES0032,S0104,present,2025-02-17 20:18:00
A001526,SES0032,S0050,present,2025-02-17 20:28:00
A001527,SES0032,S0279,present,2025-02-17 20:13:00
A001528,SES0032,S0202,present,2025-02-17 20:04:00
A001529,SES0032,S0227,present,2025-02-17 20:29:00
A001530,SES0032,S0017,present,2025-02-17 20:42:00
A001531,SES0032,S0176,present,2025-02-17 20:24:00
A001532,SES0032,S0187,present,2025-02-17 20:11:00
A001533,SES0032,S0082,absent,2025-02-17 20:13:00
A001534,SES0032,S0131,present,2025-02-17 20:15:00
A001535,SES0032,S0290,present,2025-02-17 20:17:00
A001536,SES0032,S0236,present,2025-02-17 20:17:00
A001537,SES0032,S0157,present,2025-02-17 20:48:00
A001538,SES0032,S0312,present,2025-02-17 20:46:00
A001539,SES0032,S0201,present,2025-02-17 20:36:00
A001540,SES0032,S0042,late,2025-02-17 20:23:00
A001541,SES0032,S0015,present,2025-02-17 20:00:00
A001542,SES0032,S0217,absent,2025-02-17 20:41:00
A001543,SES0032,S0314,present,2025-02-17 20:28:00
A001544,SES0032,S0026,present,2025-02-17 20:59:00
A001545,SES0032,S0063,absent,2025-02-17 20:31:00
A001546,SES0032,S0288,present,2025-02-17 20:34:00
A001547,SES0032,S0073,absent,2025-02-17 20:47:00
A001548,SES0032,S0275,present,2025-02-17 20:28:00
A001549,SES0032,S0233,present,2025-02-17 20:27:00
A001550,SES0032,S0020,present,2025-02-17 20:22:00
A001551,SES0032,S0074,absent,2025-02-17 20:00:00
A001552,SES0033,S0050,present,2025-02-24 20:02:00
A001553,SES0033,S0198,present,2025-02-24 20:08:00
A001554,SES0033,S0070,present,2025-02-24 20:40:00
A001555,SES0033,S0071,present,2025-02-24 20:41:00
A001556,SES0033,S0011,present,2025-02-24 20:37:00
A001557,SES0033,S0145,present,2025-02-24 20:09:00
A001558,SES0033,S0073,present,2025-02-24 20:22:00
A001559,SES0033,S0202,present,2025-02-24 20:31:00
A001560,SES0033,S0201,present,2025-02-24 20:13:00
A001561,SES0033,S0055,present,2025-02-24 20:10:00
A001562,SES0033,S0117,present,2025-02-24 20:49:00
A001563,SES0033,S0286,present,2025-02-24 20:37:00
A001564,SES0033,S0133,absent,2025-02-24 20:37:00
A001565,SES0033,S0261,present,2025-02-24 20:20:00
A001566,SES0033,S0217,present,2025-02-24 20:00:00
A001567,SES0033,S0068,absent,2025-02-24 20:58:00
A001568,SES0033,S0287,present,2025-02-24 20:30:00
A001569,SES0033,S0247,present,2025-02-24 20:59:00
A001570,SES0033,S0104,absent,2025-02-24 20:54:00
A001571,SES0033,S0061,present,2025-02-24 20:29:00
A001572,SES0033,S0315,present,2025-02-24 20:50:00
A001573,SES0033,S0052,present,2025-02-24 20:32:00
A001574,SES0033,S0165,absent,2025-02-24 20:15:00
A001575,SES0033,S0314,present,2025-02-24 20:39:00
A001576,SES0033,S0273,present,2025-02-24 20:47:00
A001577,SES0033,S0097,present,2025-02-24 20:59:00
A001578,SES0033,S0001,present,2025-02-24 20:27:00
A001579,SES0033,S0152,absent,2025-02-24 20:14:00
A001580,SES0033,S0176,present,2025-02-24 20:10:00
A001581,SES0033,S0082,present,2025-02-24 20:35:00
A001582,SES0033,S0131,present,2025-02-24 20:41:00
A001583,SES0033,S0026,present,2025-02-24 20:41:00
A001584,SES0033,S0171,present,2025-02-24 20:14:00
A001585,SES0033,S0310,present,2025-02-24 20:34:00
A001586,SES0033,S0199,present,2025-02-24 20:06:00
A001587,SES0033,S0280,absent,2025-02-24 20:03:00
A001588,SES0033,S0282,absent,2025-02-24 20:34:00
A001589,SES0033,S0300,present,2025-02-24 20:18:00
A001590,SES0033,S0266,present,2025-02-24 20:32:00
A001591,SES0033,S0042,present,2025-02-24 20:35:00
A001592,SES0033,S0007,absent,2025-02-24 20:23:00
A001593,SES0033,S0210,absent,2025-02-24 20:10:00
A001594,SES0033,S0236,late,2025-02-24 20:03:00
A001595,SES0033,S0227,present,2025-02-24 20:07:00
A001596,SES0033,S0183,absent,2025-02-24 20:05:00
A001597,SES0033,S0233,absent,2025-02-24 20:08:00
A001598,SES0033,S0305,present,2025-02-24 20:32:00
A001599,SES0033,S0178,present,2025-02-24 20:24:00
A001600,SES0033,S0158,late,2025-02-24 20:01:00
A001601,SES0033,S0182,late,2025-02-24 20:37:00
A001602,SES0034,S0287,absent,2025-03-03 20:46:00
A001603,SES0034,S0210,absent,2025-03-03 20:44:00
A001604,SES0034,S0314,absent,2025-03-03 20:21:00
A001605,SES0034,S0143,present,2025-03-03 20:59:00
A001606,SES0034,S0273,absent,2025-03-03 20:48:00
A001607,SES0034,S0131,absent,2025-03-03 20:51:00
A001608,SES0034,S0052,present,2025-03-03 20:50:00
A001609,SES0034,S0050,present,2025-03-03 20:28:00
A001610,SES0034,S0201,present,2025-03-03 20:41:00
A001611,SES0034,S0303,present,2025-03-03 20:02:00
A001612,SES0034,S0172,present,2025-03-03 20:05:00
A001613,SES0034,S0275,present,2025-03-03 20:05:00
A001614,SES0034,S0023,present,2025-03-03 20:45:00
A001615,SES0034,S0097,present,2025-03-03 20:03:00
A001616,SES0034,S0182,present,2025-03-03 20:12:00
A001617,SES0034,S0312,present,2025-03-03 20:52:00
A001618,SES0034,S0233,present,2025-03-03 20:22:00
A001619,SES0034,S0222,present,2025-03-03 20:07:00
A001620,SES0034,S0099,present,2025-03-03 20:30:00
A001621,SES0034,S0217,present,2025-03-03 20:17:00
A001622,SES0034,S0061,present,2025-03-03 20:21:00
A001623,SES0034,S0165,absent,2025-03-03 20:05:00
A001624,SES0034,S0010,present,2025-03-03 20:34:00
A001625,SES0034,S0300,late,2025-03-03 20:59:00
A001626,SES0034,S0063,present,2025-03-03 20:27:00
A001627,SES0034,S0150,present,2025-03-03 20:52:00
A001628,SES0034,S0198,absent,2025-03-03 20:42:00
A001629,SES0034,S0305,present,2025-03-03 20:42:00
A001630,SES0034,S0117,present,2025-03-03 20:29:00
A001631,SES0034,S0257,present,2025-03-03 20:07:00
A001632,SES0034,S0253,present,2025-03-03 20:19:00
A001633,SES0034,S0062,present,2025-03-03 20:57:00
A001634,SES0034,S0176,late,2025-03-03 20:07:00
A001635,SES0034,S0290,absent,2025-03-03 20:44:00
A001636,SES0034,S0221,present,2025-03-03 20:32:00
A001637,SES0034,S0026,present,2025-03-03 20:21:00
A001638,SES0034,S0133,present,2025-03-03 20:38:00
A001639,SES0034,S0158,present,2025-03-03 20:07:00
A001640,SES0034,S0291,present,2025-03-03 20:46:00
A001641,SES0034,S0086,present,2025-03-03 20:20:00
A001642,SES0034,S0126,present,2025-03-03 20:21:00
A001643,SES0034,S0157,present,2025-03-03 20:13:00
A001644,SES0034,S0082,present,2025-03-03 20:41:00
A001645,SES0034,S0236,present,2025-03-03 20:19:00
A001646,SES0034,S0266,present,2025-03-03 20:17:00
A001647,SES0034,S0015,present,2025-03-03 20:13:00
A001648,SES0034,S0068,absent,2025-03-03 20:57:00
A001649,SES0034,S0064,present,2025-03-03 20:48:00
A001650,SES0034,S0178,present,2025-03-03 20:44:00
A001651,SES0034,S0042,present,2025-03-03 20:34:00
A001652,SES0035,S0023,late,2025-03-09 20:18:00
A001653,SES0035,S0052,present,2025-03-09 20:03:00
A001654,SES0035,S0050,present,2025-03-09 20:38:00
A001655,SES0035,S0001,absent,2025-03-09 20:02:00
A001656,SES0035,S0183,late,2025-03-09 20:26:00
A001657,SES0035,S0099,present,2025-03-09 20:25:00
A001658,SES0035,S0263,present,2025-03-09 20:05:00
A001659,SES0035,S0068,present,2025-03-09 20:44:00
A001660,SES0035,S0071,present,2025-03-09 20:59:00
A001661,SES0035,S0131,late,2025-03-09 20:57:00
A001662,SES0035,S0126,present,2025-03-09 20:25:00
A001663,SES0035,S0097,present,2025-03-09 20:48:00
A001664,SES0035,S0067,present,2025-03-09 20:51:00
A001665,SES0035,S0178,present,2025-03-09 20:01:00
A001666,SES0035,S0165,absent,2025-03-09 20:53:00
A001667,SES0035,S0117,present,2025-03-09 20:45:00
A001668,SES0035,S0266,present,2025-03-09 20:22:00
A001669,SES0035,S0150,present,2025-03-09 20:36:00
A001670,SES0035,S0037,absent,2025-03-09 20:36:00
A001671,SES0035,S0236,present,2025-03-09 21:00:00
A001672,SES0035,S0233,present,2025-03-09 20:01:00
A001673,SES0035,S0055,present,2025-03-09 20:03:00
A001674,SES0035,S0222,present,2025-03-09 20:07:00
A001675,SES0035,S0261,present,2025-03-09 20:06:00
A001676,SES0035,S0157,present,2025-03-09 20:24:00
A001677,SES0035,S0152,present,2025-03-09 20:01:00
A001678,SES0035,S0026,absent,2025-03-09 20:20:00
A001679,SES0035,S0202,present,2025-03-09 20:53:00
A001680,SES0035,S0145,absent,2025-03-09 20:34:00
A001681,SES0035,S0001,present,2025-03-09 20:13:00
A001682,SES0035,S0070,present,2025-03-09 20:18:00
A001683,SES0035,S0063,present,2025-03-09 20:22:00
A001684,SES0035,S0199,present,2025-03-09 20:45:00
A001685,SES0035,S0257,present,2025-03-09 20:38:00
A001686,SES0035,S0074,present,2025-03-09 20:33:00
A001687,SES0035,S0143,present,2025-03-09 20:53:00
A001688,SES0035,S0290,present,2025-03-09 20:24:00
A001689,SES0035,S0179,present,2025-03-09 20:21:00
A001690,SES0035,S0010,present,2025-03-09 20:36:00
A001691,SES0035,S0303,late,2025-03-09 20:16:00
A001692,SES0035,S0314,absent,2025-03-09 20:32:00
A001693,SES0035,S0062,present,2025-03-09 20:09:00
A001694,SES0035,S0291,absent,2025-03-09 20:26:00
A001695,SES0035,S0255,present,2025-03-09 20:32:00
A001696,SES0035,S0168,present,2025-03-09 20:00:00
A001697,SES0035,S0061,present,2025-03-09 20:59:00
A001698,SES0035,S0288,absent,2025-03-09 20:47:00
A001699,SES0035,S0172,present,2025-03-09 20:24:00
A001700,SES0035,S0187,late,2025-03-09 20:45:00
A001701,SES0035,S0007,present,2025-03-09 20:15:00
A001702,SES0036,S0070,absent,2025-03-16 20:22:00
A001703,SES0036,S0023,present,2025-03-16 20:56:00
A001704,SES0036,S0037,present,2025-03-16 20:31:00
A001705,SES0036,S0280,present,2025-03-16 20:21:00
A001706,SES0036,S0211,present,2025-03-16 20:55:00
A001707,SES0036,S0017,present,2025-03-16 20:19:00
A001708,SES0036,S0288,absent,2025-03-16 20:28:00
A001709,SES0036,S0082,present,2025-03-16 20:51:00
A001710,SES0036,S0010,present,2025-03-16 20:38:00
A001711,SES0036,S0222,present,2025-03-16 20:16:00
A001712,SES0036,S0303,present,2025-03-16 20:57:00
A001713,SES0036,S0253,present,2025-03-16 20:54:00
A001714,SES0036,S0055,present,2025-03-16 20:53:00
A001715,SES0036,S0310,present,2025-03-16 20:16:00
A001716,SES0036,S0198,present,2025-03-16 20:56:00
A001717,SES0036,S0061,present,2025-03-16 20:01:00
A001718,SES0036,S0099,present,2025-03-16 20:59:00
A001719,SES0036,S0001,present,2025-03-16 20:19:00
A001720,SES0036,S0152,absent,2025-03-16 20:27:00
A001721,SES0036,S0157,present,2025-03-16 20:47:00
A001722,SES0036,S0287,absent,2025-03-16 20:09:00
A001723,SES0036,S0257,absent,2025-03-16 20:26:00
A001724,SES0036,S0052,present,2025-03-16 20:35:00
A001725,SES0036,S0314,absent,2025-03-16 20:39:00
A001726,SES0036,S0255,present,2025-03-16 20:49:00
A001727,SES0036,S0068,late,2025-03-16 20:47:00
A001728,SES0036,S0201,present,2025-03-16 20:37:00
A001729,SES0036,S0282,late,2025-03-16 20:50:00
A001730,SES0036,S0077,absent,2025-03-16 20:03:00
A001731,SES0036,S0020,present,2025-03-16 20:25:00
A001732,SES0036,S0233,present,2025-03-16 20:25:00
A001733,SES0036,S0071,present,2025-03-16 20:44:00
A001734,SES0036,S0312,present,2025-03-16 20:16:00
A001735,SES0036,S0221,present,2025-03-16 20:11:00
A001736,SES0036,S0126,present,2025-03-16 20:53:00
A001737,SES0036,S0007,present,2025-03-16 20:53:00
A001738,SES0036,S0086,late,2025-03-16 20:20:00
A001739,SES0036,S0104,present,2025-03-16 20:37:00
A001740,SES0036,S0062,present,2025-03-16 20:25:00
A001741,SES0036,S0064,absent,2025-03-16 20:22:00
A001742,SES0036,S0026,absent,2025-03-16 20:04:00
A001743,SES0036,S0279,present,2025-03-16 20:08:00
A001744,SES0036,S0073,present,2025-03-16 20:48:00
A001745,SES0036,S0089,present,2025-03-16 20:30:00
A001746,SES0036,S0300,present,2025-03-16 20:14:00
A001747,SES0036,S0165,present,2025-03-16 20:20:00
A001748,SES0036,S0199,present,2025-03-16 20:51:00
A001749,SES0036,S0011,present,2025-03-16 20:47:00
A001750,SES0036,S0178,present,2025-03-16 20:55:00
A001751,SES0036,S0179,present,2025-03-16 20:08:00
A001752,SES0037,S0072,present,2025-02-08 20:55:00
A001753,SES0037,S0200,absent,2025-02-08 20:14:00
A001754,SES0037,S0059,present,2025-02-08 20:53:00
A001755,SES0037,S0192,late,2025-02-08 20:46:00
A001756,SES0037,S0310,present,2025-02-08 20:46:00
A001757,SES0037,S0086,present,2025-02-08 20:49:00
A001758,SES0037,S0098,present,2025-02-08 20:34:00
A001759,SES0037,S0251,absent,2025-02-08 20:45:00
A001760,SES0037,S0279,absent,2025-02-08 20:14:00
A001761,SES0037,S0108,present,2025-02-08 20:48:00
A001762,SES0037,S0161,present,2025-02-08 20:25:00
A001763,SES0037,S0090,present,2025-02-08 20:32:00
A001764,SES0037,S0302,present,2025-02-08 20:54:00
A001765,SES0037,S0003,present,2025-02-08 21:00:00
A001766,SES0037,S0043,absent,2025-02-08 20:47:00
A001767,SES0037,S0204,present,2025-02-08 20:29:00
A001768,SES0037,S0199,present,2025-02-08 20:43:00
A001769,SES0037,S0088,present,2025-02-08 20:32:00
A001770,SES0037,S0266,present,2025-02-08 20:59:00
A001771,SES0037,S0151,absent,2025-02-08 20:15:00
A001772,SES0037,S0148,present,2025-02-08 20:18:00
A001773,SES0037,S0229,present,2025-02-08 20:07:00
A001774,SES0037,S0030,present,2025-02-08 20:52:00
A001775,SES0037,S0299,present,2025-02-08 20:59:00
A001776,SES0037,S0061,present,2025-02-08 20:16:00
A001777,SES0037,S0196,present,2025-02-08 20:33:00
A001778,SES0037,S0053,present,2025-02-08 20:04:00
A001779,SES0037,S0093,present,2025-02-08 20:12:00
A001780,SES0037,S0246,present,2025-02-08 20:13:00
A001781,SES0037,S0121,present,2025-02-08 20:13:00
A001782,SES0037,S0065,late,2025-02-08 20:10:00
A001783,SES0037,S0185,present,2025-02-08 20:48:00
A001784,SES0037,S0104,late,2025-02-08 20:45:00
A001785,SES0037,S0318,absent,2025-02-08 20:02:00
A001786,SES0037,S0193,present,2025-02-08 20:06:00
A001787,SES0037,S0197,present,2025-02-08 20:55:00
A001788,SES0037,S0261,late,2025-02-08 20:53:00
A001789,SES0037,S0020,present,2025-02-08 20:57:00
A001790,SES0037,S0231,absent,2025-02-08 20:21:00
A001791,SES0037,S0249,present,2025-02-08 20:16:00
A001792,SES0037,S0125,late,2025-02-08 20:52:00
A001793,SES0037,S0242,present,2025-02-08 20:57:00
A001794,SES0037,S0054,present,2025-02-08 20:51:00
A001795,SES0037,S0233,absent,2025-02-08 20:06:00
A001796,SES0037,S0147,present,2025-02-08 20:34:00
A001797,SES0037,S0221,present,2025-02-08 20:56:00
A001798,SES0037,S0175,present,2025-02-08 20:18:00
A001799,SES0037,S0144,present,2025-02-08 20:41:00
A001800,SES0037,S0013,present,2025-02-08 20:36:00
A001801,SES0037,S0283,present,2025-02-08 20:37:00
A001802,SES0038,S0139,late,2025-02-16 20:19:00
A001803,SES0038,S0124,present,2025-02-16 20:13:00
A001804,SES0038,S0302,present,2025-02-16 20:12:00
A001805,SES0038,S0310,present,2025-02-16 20:54:00
A001806,SES0038,S0151,late,2025-02-16 20:22:00
A001807,SES0038,S0261,absent,2025-02-16 20:51:00
A001808,SES0038,S0164,present,2025-02-16 20:39:00
A001809,SES0038,S0211,present,2025-02-16 20:47:00
A001810,SES0038,S0196,present,2025-02-16 20:04:00
A001811,SES0038,S0175,present,2025-02-16 20:20:00
A001812,SES0038,S0248,present,2025-02-16 20:39:00
A001813,SES0038,S0174,present,2025-02-16 20:48:00
A001814,SES0038,S0078,absent,2025-02-16 20:53:00
A001815,SES0038,S0157,absent,2025-02-16 20:39:00
A001816,SES0038,S0096,absent,2025-02-16 20:37:00
A001817,SES0038,S0185,present,2025-02-16 20:03:00
A001818,SES0038,S0199,present,2025-02-16 20:30:00
A001819,SES0038,S0054,present,2025-02-16 20:16:00
A001820,SES0038,S0250,present,2025-02-16 20:40:00
A001821,SES0038,S0221,late,2025-02-16 20:44:00
A001822,SES0038,S0059,absent,2025-02-16 20:46:00
A001823,SES0038,S0065,absent,2025-02-16 20:31:00
A001824,SES0038,S0020,absent,2025-02-16 20:53:00
A001825,SES0038,S0108,present,2025-02-16 20:15:00
A001826,SES0038,S0141,present,2025-02-16 20:04:00
A001827,SES0038,S0299,present,2025-02-16 20:55:00
A001828,SES0038,S0217,present,2025-02-16 20:43:00
A001829,SES0038,S0318,absent,2025-02-16 20:25:00
A001830,SES0038,S0246,present,2025-02-16 20:52:00
A001831,SES0038,S0197,present,2025-02-16 20:41:00
A001832,SES0038,S0317,absent,2025-02-16 20:19:00
A001833,SES0038,S0093,present,2025-02-16 20:52:00
A001834,SES0038,S0088,present,2025-02-16 20:26:00
A001835,SES0038,S0293,present,2025-02-16 20:25:00
A001836,SES0038,S0184,present,2025-02-16 20:05:00
A001837,SES0038,S0237,present,2025-02-16 20:35:00
A001838,SES0038,S0235,absent,2025-02-16 20:22:00
A001839,SES0038,S0047,present,2025-02-16 20:43:00
A001840,SES0038,S0249,present,2025-02-16 20:08:00
A001841,SES0038,S0003,present,2025-02-16 20:45:00
A001842,SES0038,S0013,absent,2025-02-16 20:14:00
A001843,SES0038,S0030,absent,2025-02-16 20:57:00
A001844,SES0038,S0229,present,2025-02-16 20:38:00
A001845,SES0038,S0072,present,2025-02-16 20:21:00
A001846,SES0038,S0204,absent,2025-02-16 20:11:00
A001847,SES0038,S0255,present,2025-02-16 20:33:00
A001848,SES0038,S0058,present,2025-02-16 20:55:00
A001849,SES0038,S0104,absent,2025-02-16 20:31:00
A001850,SES0038,S0242,absent,2025-02-16 20:26:00
A001851,SES0038,S0257,present,2025-02-16 20:46:00
A001852,SES0039,S0310,present,2025-02-23 20:51:00
A001853,SES0039,S0196,present,2025-02-23 20:29:00
A001854,SES0039,S0161,absent,2025-02-23 20:42:00
A001855,SES0039,S0204,absent,2025-02-23 20:34:00
A001856,SES0039,S0211,present,2025-02-23 20:22:00
A001857,SES0039,S0184,absent,2025-02-23 20:25:00
A001858,SES0039,S0144,absent,2025-02-23 20:50:00
A001859,SES0039,S0141,absent,2025-02-23 20:19:00
A001860,SES0039,S0101,present,2025-02-23 20:21:00
A001861,SES0039,S0246,present,2025-02-23 20:16:00
A001862,SES0039,S0317,present,2025-02-23 20:40:00
A001863,SES0039,S0250,present,2025-02-23 20:08:00
A001864,SES0039,S0086,present,2025-02-23 20:37:00
A001865,SES0039,S0238,present,2025-02-23 20:08:00
A001866,SES0039,S0244,present,2025-02-23 20:03:00
A001867,SES0039,S0053,present,2025-02-23 20:14:00
A001868,SES0039,S0119,present,2025-02-23 20:37:00
A001869,SES0039,S0193,present,2025-02-23 20:14:00
A001870,SES0039,S0111,absent,2025-02-23 20:08:00
A001871,SES0039,S0032,present,2025-02-23 20:50:00
A001872,SES0039,S0266,present,2025-02-23 20:25:00
A001873,SES0039,S0127,present,2025-02-23 20:49:00
A001874,SES0039,S0151,present,2025-02-23 20:46:00
A001875,SES0039,S0249,present,2025-02-23 20:20:00
A001876,SES0039,S0121,present,2025-02-23 20:47:00
A001877,SES0039,S0200,absent,2025-02-23 20:40:00
A001878,SES0039,S0237,absent,2025-02-23 20:57:00
A001879,SES0039,S0030,present,2025-02-23 20:36:00
A001880,SES0039,S0248,absent,2025-02-23 20:53:00
A001881,SES0039,S0300,present,2025-02-23 20:11:00
A001882,SES0039,S0014,absent,2025-02-23 20:00:00
A001883,SES0039,S0164,absent,2025-02-23 20:50:00
A001884,SES0039,S0251,present,2025-02-23 20:40:00
A001885,SES0039,S0061,absent,2025-02-23 20:13:00
A001886,SES0039,S0242,present,2025-02-23 20:39:00
A001887,SES0039,S0229,late,2025-02-23 20:29:00
A001888,SES0039,S0108,present,2025-02-23 20:15:00
A001889,SES0039,S0124,absent,2025-02-23 20:39:00
A001890,SES0039,S0319,present,2025-02-23 20:16:00
A001891,SES0039,S0023,present,2025-02-23 20:25:00
A001892,SES0039,S0125,present,2025-02-23 20:45:00
A001893,SES0039,S0043,present,2025-02-23 21:00:00
A001894,SES0039,S0231,absent,2025-02-23 20:36:00
A001895,SES0039,S0185,present,2025-02-23 20:38:00
A001896,SES0039,S0054,present,2025-02-23 20:42:00
A001897,SES0039,S0147,absent,2025-02-23 20:37:00
A001898,SES0039,S0283,late,2025-02-23 20:35:00
A001899,SES0039,S0065,absent,2025-02-23 20:33:00
A001900,SES0039,S0318,absent,2025-02-23 20:36:00
A001901,SES0039,S0221,absent,2025-02-23 20:32:00
A001902,SES0040,S0318,absent,2025-03-01 20:22:00
A001903,SES0040,S0098,present,2025-03-01 20:54:00
A001904,SES0040,S0147,absent,2025-03-01 20:37:00
A001905,SES0040,S0009,present,2025-03-01 20:21:00
A001906,SES0040,S0197,present,2025-03-01 20:02:00
A001907,SES0040,S0111,present,2025-03-01 20:16:00
A001908,SES0040,S0257,present,2025-03-01 20:13:00
A001909,SES0040,S0229,present,2025-03-01 20:16:00
A001910,SES0040,S0139,present,2025-03-01 20:18:00
A001911,SES0040,S0235,present,2025-03-01 20:00:00
A001912,SES0040,S0266,present,2025-03-01 20:41:00
A001913,SES0040,S0317,present,2025-03-01 20:04:00
A001914,SES0040,S0151,absent,2025-03-01 20:43:00
A001915,SES0040,S0310,absent,2025-03-01 20:41:00
A001916,SES0040,S0164,late,2025-03-01 20:19:00
A001917,SES0040,S0014,present,2025-03-01 20:13:00
A001918,SES0040,S0180,present,2025-03-01 20:03:00
A001919,SES0040,S0231,late,2025-03-01 20:56:00
A001920,SES0040,S0059,present,2025-03-01 20:03:00
A001921,SES0040,S0157,present,2025-03-01 20:33:00
A001922,SES0040,S0053,present,2025-03-01 20:14:00
A001923,SES0040,S0047,present,2025-03-01 20:36:00
A001924,SES0040,S0121,present,2025-03-01 20:41:00
A001925,SES0040,S0192,absent,2025-03-01 20:09:00
A001926,SES0040,S0065,present,2025-03-01 20:10:00
A001927,SES0040,S0200,present,2025-03-01 20:59:00
A001928,SES0040,S0298,present,2025-03-01 20:04:00
A001929,SES0040,S0148,absent,2025-03-01 20:27:00
A001930,SES0040,S0251,present,2025-03-01 20:50:00
A001931,SES0040,S0185,present,2025-03-01 20:02:00
A001932,SES0040,S0080,absent,2025-03-01 20:58:00
A001933,SES0040,S0255,absent,2025-03-01 20:25:00
A001934,SES0040,S0300,absent,2025-03-01 20:12:00
A001935,SES0040,S0204,present,2025-03-01 20:10:00
A001936,SES0040,S0161,present,2025-03-01 20:24:00
A001937,SES0040,S0174,present,2025-03-01 20:28:00
A001938,SES0040,S0096,present,2025-03-01 20:43:00
A001939,SES0040,S0043,absent,2025-03-01 20:42:00
A001940,SES0040,S0283,present,2025-03-01 21:00:00
A001941,SES0040,S0108,late,2025-03-01 20:30:00
A001942,SES0040,S0211,present,2025-03-01 20:20:00
A001943,SES0040,S0244,present,2025-03-01 20:18:00
A001944,SES0040,S0078,present,2025-03-01 20:26:00
A001945,SES0040,S0058,present,2025-03-01 20:42:00
A001946,SES0040,S0119,absent,2025-03-01 20:22:00
A001947,SES0040,S0023,present,2025-03-01 20:46:00
A001948,SES0040,S0184,present,2025-03-01 20:05:00
A001949,SES0040,S0237,present,2025-03-01 20:21:00
A001950,SES0040,S0090,absent,2025-03-01 20:03:00
A001951,SES0040,S0319,present,2025-03-01 20:21:00
A001952,SES0041,S0104,present,2025-03-10 20:52:00
A001953,SES0041,S0119,absent,2025-03-10 20:18:00
A001954,SES0041,S0299,absent,2025-03-10 20:00:00
A001955,SES0041,S0096,present,2025-03-10 20:33:00
A001956,SES0041,S0196,absent,2025-03-10 20:46:00
A001957,SES0041,S0121,present,2025-03-10 20:29:00
A001958,SES0041,S0175,present,2025-03-10 20:35:00
A001959,SES0041,S0193,present,2025-03-10 20:50:00
A001960,SES0041,S0248,present,2025-03-10 20:12:00
A001961,SES0041,S0319,late,2025-03-10 20:37:00
A001962,SES0041,S0204,present,2025-03-10 20:46:00
A001963,SES0041,S0023,absent,2025-03-10 20:40:00
A001964,SES0041,S0298,late,2025-03-10 20:46:00
A001965,SES0041,S0211,present,2025-03-10 20:26:00
A001966,SES0041,S0148,absent,2025-03-10 20:32:00
A001967,SES0041,S0302,present,2025-03-10 20:00:00
A001968,SES0041,S0139,present,2025-03-10 20:25:00
A001969,SES0041,S0127,present,2025-03-10 20:21:00
A001970,SES0041,S0010,absent,2025-03-10 20:56:00
A001971,SES0041,S0098,absent,2025-03-10 20:11:00
A001972,SES0041,S0047,present,2025-03-10 20:18:00
A001973,SES0041,S0124,late,2025-03-10 20:46:00
A001974,SES0041,S0231,present,2025-03-10 20:20:00
A001975,SES0041,S0088,present,2025-03-10 20:13:00
A001976,SES0041,S0090,present,2025-03-10 20:27:00
A001977,SES0041,S0059,present,2025-03-10 20:16:00
A001978,SES0041,S0032,absent,2025-03-10 20:48:00
A001979,SES0041,S0300,present,2025-03-10 20:53:00
